Engine_Size,Mileage,Price,Age,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Manual,Transmission_Semi-Automatic
3.7,127605,12847,3,False,True,False,False,True
2.6,151586,7168,20,True,False,False,False,True
1.7,217378,2052,23,False,False,True,False,True
3.3,150771,6784,22,False,False,False,False,False
2.2,10609,12987,7,False,False,True,False,False
3.7,209582,9208,18,True,False,False,False,False
3.3,252598,6148,19,True,False,False,True,False
4.0,296186,7276,8,False,False,True,False,True
2.7,892,12282,15,False,True,False,False,False
4.8,232526,11249,5,False,True,False,True,False
3.7,47029,6859,25,False,False,True,True,False
1.3,174642,7807,12,True,False,False,True,False
3.9,157385,13752,7,True,False,False,False,False
2.2,128040,13139,2,False,True,False,False,False
2.6,112202,8955,15,False,False,True,False,False
3.6,91539,12769,7,False,False,True,False,False
4.6,129335,10313,16,False,False,False,False,False
2.5,269369,3012,19,False,False,False,False,True
2.2,136462,8170,13,False,True,False,True,False
3.7,18632,11627,11,False,False,False,False,True
2.7,277355,5152,17,False,False,True,False,False
4.1,77141,10157,25,True,False,False,False,False
4.8,169904,8201,16,False,False,True,True,False
3.1,283526,8329,9,True,False,False,True,False
2.2,179482,11910,6,True,False,False,False,False
4.7,72765,13344,5,False,False,False,True,False
4.4,131640,10667,9,False,False,False,True,False
3.9,179632,4407,25,False,False,True,False,True
2.7,276686,7866,3,False,False,True,True,False
1.3,295825,8283,4,False,True,False,False,False
4.9,93013,9839,16,False,False,False,True,False
2.5,274848,4403,14,False,False,True,False,True
4.8,212546,8349,21,False,True,False,False,False
4.1,101708,10665,10,False,False,True,False,True
2.0,107228,5755,19,False,False,False,False,True
3.8,36393,11372,11,False,False,True,True,False
5.0,1396,13172,18,True,False,False,False,True
4.0,177856,9842,14,True,False,False,False,True
2.1,79782,9704,8,False,False,True,True,False
4.3,191971,5760,21,False,False,True,True,False
3.5,10637,9987,23,True,False,False,True,False
1.8,61142,10277,13,True,False,False,True,False
1.1,257885,5642,13,True,False,False,True,False
4.5,38471,15530,6,True,False,False,True,False
3.4,37822,12343,18,True,False,False,False,False
2.4,289855,7302,3,False,False,False,True,False
1.4,257620,3847,20,True,False,False,False,True
4.6,213924,12421,5,True,False,False,True,False
4.0,120075,10298,13,False,True,False,True,False
1.5,16573,7768,20,False,True,False,True,False
4.6,73847,12423,16,False,True,False,False,False
2.6,175047,7999,9,False,False,True,True,False
4.0,22226,13355,6,False,False,False,False,True
3.8,246108,8977,10,False,False,True,False,False
4.0,63717,11225,17,True,False,False,True,False
2.6,50056,11798,8,False,True,False,True,False
2.2,224180,3916,23,False,False,False,False,False
1.7,224055,5518,11,False,False,False,False,True
1.2,85335,9293,11,False,False,False,False,False
1.7,183828,6823,21,True,False,False,False,False
3.4,58491,13930,8,False,True,False,False,False
2.8,193179,11636,3,True,False,False,True,False
2.7,214496,10410,2,False,True,False,True,False
2.4,227454,9450,5,False,False,True,False,False
2.2,280901,2981,24,True,False,False,False,True
1.8,295758,2384,22,False,False,True,False,False
4.4,234683,12106,4,True,False,False,False,True
2.3,13568,6728,23,False,False,False,True,False
1.9,210826,5683,12,False,False,False,False,True
4.1,159746,7705,16,False,False,True,False,True
1.1,82166,5356,19,False,False,False,False,True
1.1,170507,7489,11,False,False,True,False,False
4.2,112955,11140,8,False,False,False,False,True
4.6,58921,16421,2,True,False,False,False,True
4.4,244924,4501,22,False,False,False,True,False
4.2,287126,8457,12,True,False,False,False,True
4.2,83206,8535,22,False,True,False,False,True
3.8,280369,5092,19,False,True,False,False,True
2.7,27082,12258,5,False,False,True,False,True
2.1,272168,5356,18,False,True,False,False,False
2.4,273128,7637,3,False,False,True,True,False
3.5,277713,8545,15,True,False,False,False,False
3.7,94672,11606,6,False,False,True,True,False
1.2,281172,2000,24,False,False,False,True,False
4.9,179716,13805,2,False,False,True,False,False
1.8,97455,7650,16,False,True,False,True,False
3.1,171748,6465,16,False,False,True,True,False
4.2,230974,6180,20,False,True,False,True,False
3.5,277020,5459,17,False,True,False,True,False
1.6,72078,8858,13,False,True,False,True,False
3.8,10246,11895,11,False,False,True,False,True
2.3,135181,4896,21,False,False,False,False,True
1.4,237884,2042,24,False,True,False,False,True
3.8,60690,10386,16,False,True,False,False,True
1.3,222317,4753,19,True,False,False,False,True
1.2,179164,7616,17,True,False,False,False,False
2.4,275673,7186,16,True,False,False,False,False
3.4,217682,3746,23,False,False,False,False,True
4.7,211596,7268,16,False,False,True,True,False
1.8,210517,4689,15,False,False,False,True,False
3.7,231634,10467,4,False,True,False,False,True
1.5,234529,6609,6,False,False,False,True,False
3.2,64381,12112,8,False,True,False,False,True
4.0,11943,13461,13,True,False,False,False,True
1.9,13116,9037,19,False,False,False,False,False
4.7,237667,7146,23,False,True,False,False,False
1.5,248095,6738,13,False,True,False,False,False
4.5,220144,7297,18,False,True,False,True,False
1.5,168254,5834,13,False,False,False,True,False
2.0,97401,10251,8,False,True,False,True,False
3.5,184428,6311,17,False,False,True,True,False
2.2,71321,9273,22,True,False,False,False,False
4.3,1576,9968,23,False,True,False,True,False
2.4,254658,7706,4,False,False,True,True,False
2.4,13969,8920,16,False,False,False,True,False
1.8,275625,2000,21,False,False,False,True,False
3.9,98703,8425,17,False,False,False,True,False
2.3,284065,6518,9,False,True,False,False,True
3.0,131461,6970,20,False,True,False,False,True
1.9,142491,10050,2,False,False,True,True,False
1.7,19407,11311,17,True,False,False,False,False
4.5,21304,14873,6,False,True,False,False,True
4.1,179602,12107,5,False,False,False,False,False
4.1,4842,12503,22,True,False,False,False,False
3.1,206820,6063,15,False,False,True,False,True
3.4,268243,4135,25,True,False,False,False,True
3.8,99337,11113,11,False,True,False,False,True
1.5,228161,5736,21,True,False,False,False,False
2.1,48595,12828,8,False,True,False,False,False
4.3,92949,8641,23,False,False,True,False,False
1.9,102677,10546,8,False,False,False,False,False
2.8,128059,9438,8,False,False,True,True,False
2.8,120822,10783,4,False,False,True,True,False
2.7,118227,10935,15,True,False,False,False,False
4.0,35778,11584,16,False,False,True,False,False
3.1,263472,10530,3,True,False,False,False,True
1.7,289249,2000,20,False,False,False,False,True
3.1,228898,11522,7,True,False,False,False,False
3.4,213010,4539,24,False,True,False,False,True
3.3,265865,7982,17,True,False,False,False,False
1.5,106184,11376,2,False,True,False,False,True
4.8,218684,7026,20,False,True,False,False,True
2.3,189243,10215,8,False,True,False,False,False
4.7,15561,11788,19,False,False,True,False,False
3.0,282260,6554,8,False,False,False,False,True
4.8,162038,11959,4,False,False,False,False,True
3.6,115892,6282,22,False,False,True,False,True
2.5,141628,11367,8,False,True,False,False,False
4.0,273967,9320,6,False,True,False,False,True
2.8,54576,14208,2,False,False,False,False,False
1.5,109408,12011,3,True,False,False,False,True
3.1,272668,3846,23,False,False,True,False,False
1.8,69308,6013,25,False,False,True,False,False
2.2,79502,11309,3,False,False,True,True,False
4.8,77522,12449,8,False,False,False,True,False
2.4,31711,11365,10,False,True,False,False,True
3.6,107093,8858,19,False,False,True,False,False
2.7,205507,5689,20,False,False,False,False,False
1.4,92010,11559,7,False,True,False,False,False
1.9,4478,8010,18,False,False,True,False,True
2.8,286325,6673,10,False,True,False,True,False
1.1,210763,3984,20,False,False,True,False,False
1.2,265854,2000,24,False,False,False,False,True
1.1,240120,5497,8,False,False,False,False,True
1.8,54765,10904,8,False,True,False,True,False
4.0,90251,10694,17,True,False,False,True,False
3.6,248268,9834,8,True,False,False,False,True
2.8,168251,5734,21,False,True,False,True,False
1.1,174665,9106,7,True,False,False,False,True
1.4,216284,7474,9,False,False,False,False,False
1.1,144900,6202,12,False,False,False,False,True
1.3,89728,6505,22,True,False,False,True,False
2.7,10769,11484,12,False,True,False,False,True
3.4,206616,4267,22,False,False,True,True,False
1.7,255091,4398,16,False,True,False,False,True
3.5,238600,5928,18,False,True,False,False,True
1.0,120850,6583,17,False,False,True,False,False
2.6,212873,4742,24,True,False,False,True,False
1.4,196294,3874,24,True,False,False,False,True
4.5,297338,7453,14,False,False,True,False,False
1.1,42308,7553,21,True,False,False,True,False
1.6,186107,6077,18,True,False,False,False,True
2.2,133652,6926,14,False,False,False,False,True
3.6,75115,13897,6,True,False,False,True,False
2.6,122235,7555,14,False,False,False,True,False
3.8,289487,7910,9,False,True,False,False,True
3.5,31448,9471,20,False,True,False,True,False
3.1,225596,6588,12,False,False,True,True,False
2.5,126221,10975,7,False,False,True,False,False
2.4,95255,9894,14,True,False,False,True,False
2.9,299471,9010,5,True,False,False,True,False
2.5,77298,6554,20,False,False,False,False,True
4.8,111035,14079,7,True,False,False,True,False
4.6,145289,8594,24,False,True,False,False,False
4.8,210016,6599,22,False,True,False,True,False
1.7,164639,9407,2,False,False,True,True,False
4.2,58152,12136,15,True,False,False,True,False
2.4,188235,7835,13,False,False,True,False,False
1.2,257957,6140,5,False,False,True,True,False
2.7,245909,2000,25,False,False,True,True,False
3.7,94331,15313,2,False,True,False,False,False
2.3,33738,11725,5,False,False,False,False,True
3.2,257236,5555,22,False,True,False,False,False
4.4,51568,7768,24,False,False,False,False,True
1.8,52853,6442,23,False,True,False,False,True
4.7,162547,14449,7,True,False,False,False,False
3.8,1669,14166,9,False,False,False,False,False
3.0,262444,6451,13,False,True,False,True,False
1.3,149130,3017,23,False,False,True,False,True
1.4,135385,6792,15,False,True,False,False,True
3.8,275723,10285,7,False,True,False,False,False
2.7,290079,8098,13,True,False,False,False,False
1.3,211781,7664,10,True,False,False,True,False
4.6,228920,9221,8,False,False,False,False,True
2.0,149547,5309,21,False,True,False,False,True
2.7,11995,12560,5,False,False,False,True,False
1.1,15401,9991,8,False,False,True,False,True
1.9,48209,10135,13,False,False,False,False,False
1.0,248712,4225,18,True,False,False,True,False
3.0,28122,7737,21,False,False,False,False,True
1.4,68251,6434,24,True,False,False,True,False
3.3,20770,15284,9,True,False,False,False,False
2.2,233223,5835,11,False,False,False,True,False
3.0,151336,11973,7,False,True,False,False,False
4.9,247813,8543,10,False,False,False,False,True
4.1,208645,10327,9,False,False,False,False,False
4.5,17255,15854,8,False,True,False,False,False
4.5,92101,7057,24,False,False,False,True,False
4.3,261682,10966,4,False,False,True,False,False
2.4,20402,10391,14,False,True,False,False,True
1.1,5010,8099,15,False,False,False,False,True
2.0,161604,6367,20,True,False,False,True,False
3.1,253949,8921,14,True,False,False,False,False
3.6,228614,5527,17,False,False,True,True,False
1.1,261519,6369,7,False,True,False,True,False
1.7,50086,9798,15,True,False,False,False,True
4.0,81343,10273,19,True,False,False,True,False
3.6,207815,5543,25,True,False,False,True,False
1.9,128781,6724,14,False,False,False,False,True
3.9,115187,10096,22,True,False,False,False,False
3.4,86477,10270,10,False,False,True,True,False
3.2,202171,3856,23,False,False,True,False,True
2.3,258356,8632,12,True,False,False,False,False
2.4,97313,6353,19,False,False,True,True,False
4.5,45288,12494,9,False,False,False,False,True
1.9,61578,11668,7,False,False,False,False,False
1.4,184971,7500,6,False,False,False,False,True
1.2,205648,2387,21,False,False,True,True,False
2.3,3918,6921,23,False,False,True,False,True
1.5,248323,4233,18,False,False,False,False,False
4.4,200652,10186,11,False,False,False,False,False
3.4,232648,10747,2,False,True,False,True,False
1.8,262030,5259,18,False,True,False,False,False
1.0,254204,2415,17,False,False,False,True,False
2.9,203018,8739,9,False,True,False,True,False
2.8,193602,8427,12,False,False,False,False,False
4.2,120246,8195,24,True,False,False,True,False
4.9,78173,12036,13,False,True,False,True,False
3.6,131763,9264,11,False,False,True,True,False
2.0,287834,4243,12,False,False,True,True,False
3.8,48409,12331,12,False,False,False,False,False
3.5,204765,7704,16,False,False,True,False,False
2.3,124582,11908,5,True,False,False,True,False
3.0,192940,8341,8,False,False,True,True,False
4.6,45408,14491,6,False,True,False,False,True
3.1,87425,12551,13,True,False,False,False,False
4.1,31949,17661,3,True,False,False,False,False
1.3,16154,9276,16,False,False,True,False,False
3.4,275152,5596,13,False,False,False,True,False
1.4,129843,11703,4,False,True,False,False,False
2.8,147851,11342,7,True,False,False,True,False
3.8,92810,9143,18,False,True,False,False,True
1.5,68067,10838,3,False,False,False,False,True
2.7,53507,9629,17,False,False,False,False,False
4.5,16652,13766,15,False,True,False,False,False
2.6,188993,4420,20,False,False,False,False,True
2.3,4398,16712,2,True,False,False,False,False
4.3,132464,9750,15,False,True,False,False,True
2.5,145875,11382,6,True,False,False,True,False
3.5,192966,10040,4,False,False,False,False,True
2.5,180369,9692,6,False,True,False,True,False
1.2,131811,5763,23,False,True,False,False,False
5.0,2683,14546,10,False,True,False,False,True
3.7,264521,7009,10,False,False,True,False,True
3.0,210129,10597,6,True,False,False,True,False
1.5,257638,5547,8,False,False,True,True,False
1.2,211790,2000,23,False,False,True,True,False
3.9,159229,9515,16,True,False,False,True,False
1.2,226960,3660,22,True,False,False,True,False
2.9,286072,2000,23,False,False,False,True,False
1.0,103206,3035,25,False,False,False,False,True
2.0,242282,2254,25,False,True,False,False,True
3.3,242693,6346,19,True,False,False,True,False
2.3,113764,7424,14,False,False,False,False,True
2.1,253096,7438,9,False,False,False,False,False
1.4,95534,8689,8,False,False,True,False,True
2.9,55509,7989,23,False,False,False,False,False
3.0,147140,8457,14,False,True,False,False,True
1.3,93988,7120,13,False,False,False,False,True
4.4,271772,8864,14,False,True,False,False,False
2.4,235714,7285,10,False,True,False,True,False
4.9,124760,12004,10,False,True,False,False,True
3.0,221519,4469,24,False,False,False,False,False
3.3,122701,7645,16,False,False,False,False,True
4.0,135623,12687,9,False,True,False,False,False
3.7,244645,9907,5,False,True,False,True,False
1.8,279537,2000,25,False,False,False,True,False
1.0,225450,3891,14,False,False,False,False,True
2.7,35544,9389,19,False,False,True,False,False
4.2,17264,11954,20,False,True,False,False,False
3.2,27779,11244,15,False,False,True,False,False
5.0,41303,15673,12,True,False,False,False,False
3.9,233808,12223,2,True,False,False,True,False
3.9,296359,5572,20,True,False,False,False,True
1.2,7576,7148,25,True,False,False,True,False
2.2,157490,7250,23,True,False,False,False,False
4.2,172370,6952,18,False,False,False,False,True
4.7,170236,11995,3,False,False,False,False,True
1.6,44985,8700,17,False,False,False,False,False
4.7,60361,8492,22,False,False,False,False,True
2.2,174062,3818,25,False,True,False,True,False
3.5,42531,9349,23,True,False,False,True,False
1.6,46525,12269,5,False,False,True,False,False
2.4,160395,8092,9,False,False,True,True,False
3.9,54484,8710,24,False,False,False,False,False
3.4,152401,9851,7,False,False,True,True,False
2.6,273840,9123,2,False,True,False,True,False
2.7,181615,9467,4,False,False,False,False,True
1.1,70756,9184,12,False,False,True,False,False
2.0,279322,5913,12,False,False,False,False,False
1.1,88523,9029,13,True,False,False,False,True
2.8,129441,10811,15,True,False,False,False,False
4.1,205001,7999,12,False,False,False,True,False
3.8,123345,10233,14,False,False,False,False,False
1.8,284378,3212,15,False,False,False,True,False
3.2,85000,10400,9,False,False,False,False,True
1.8,161998,7660,20,True,False,False,False,False
3.7,230850,6683,20,True,False,False,False,True
3.8,68244,14635,3,False,False,True,False,False
3.4,100297,7994,25,False,True,False,False,False
2.1,200967,6380,11,False,False,False,True,False
4.6,290821,2883,25,False,False,False,False,True
3.2,201279,6974,21,False,True,False,False,False
2.3,186140,6977,14,False,True,False,True,False
1.3,110716,10285,13,True,False,False,False,False
1.4,91339,5773,18,False,False,True,True,False
3.3,233451,10830,3,False,False,True,False,False
4.8,150832,8283,17,False,False,False,False,True
1.3,52894,7242,22,True,False,False,False,True
2.7,179934,10701,5,False,False,False,False,False
2.3,262977,2940,24,False,False,False,False,False
3.0,55945,15081,3,False,True,False,False,False
4.5,167035,10459,11,False,True,False,True,False
1.9,202766,10444,5,False,True,False,False,False
4.1,176973,8660,15,False,True,False,True,False
2.1,247108,9257,10,True,False,False,False,False
5.0,185806,10583,11,False,True,False,False,True
2.4,42569,11948,4,False,False,False,True,False
1.6,242697,7746,2,False,False,False,False,True
1.7,124805,11003,11,True,False,False,False,False
1.4,31301,9973,8,False,False,False,True,False
4.8,277838,9643,4,False,False,True,False,True
1.7,210126,9697,3,False,False,False,False,False
4.3,155522,9189,17,False,False,False,False,False
4.5,95736,9985,14,False,False,True,True,False
4.0,201169,6176,23,False,False,True,False,False
4.4,202720,11845,7,True,False,False,False,True
1.3,32421,11351,3,False,False,False,False,True
3.7,74560,8708,22,False,False,False,False,False
1.2,153614,11727,5,True,False,False,False,False
1.7,249622,5607,9,False,False,True,True,False
1.3,279749,4505,16,True,False,False,False,True
2.1,276357,5672,15,True,False,False,True,False
3.1,39292,8214,24,False,False,True,False,False
3.8,149913,7901,15,False,False,False,False,True
3.4,74188,11316,19,True,False,False,False,False
1.2,11817,5963,22,False,False,False,True,False
4.7,231318,10473,4,False,False,True,True,False
2.8,91312,8973,12,False,False,False,False,True
1.4,62819,6643,17,False,False,True,False,True
1.4,70485,11190,13,True,False,False,False,False
2.7,257462,6450,9,False,False,True,True,False
2.5,95716,11185,15,True,False,False,False,False
4.0,113849,10023,11,False,False,False,True,False
2.8,107891,4742,25,False,False,False,True,False
3.4,3252,8034,23,False,False,False,True,False
3.6,29478,9910,19,False,True,False,True,False
4.3,10842,14183,5,False,False,True,False,True
4.2,247601,6047,16,False,False,False,False,True
1.4,248906,6721,16,True,False,False,False,False
4.7,105943,7281,23,False,False,True,True,False
2.8,173298,10034,3,False,False,True,False,True
2.5,298642,3827,21,True,False,False,True,False
3.4,61327,9073,19,False,True,False,True,False
1.8,163677,7726,8,False,False,True,True,False
1.6,131223,9975,7,False,False,True,False,False
2.9,106349,11173,4,False,False,False,False,True
3.2,107059,9458,19,False,True,False,False,False
2.4,5844,10283,17,False,False,False,False,False
4.8,145771,9484,20,True,False,False,False,True
3.6,217426,7251,12,False,False,False,True,False
2.9,139422,7811,18,False,False,False,False,False
2.0,200202,7995,12,True,False,False,False,True
2.5,209436,9711,4,False,True,False,False,True
1.3,289461,5210,13,True,False,False,True,False
3.2,298890,2822,20,False,False,True,False,True
2.3,151459,6370,20,False,False,True,False,False
4.1,96287,12474,16,True,False,False,False,False
2.1,52526,13749,3,True,False,False,True,False
2.9,173496,5330,19,False,False,False,True,False
2.4,111282,9374,8,False,False,True,True,False
1.7,230187,3796,23,True,False,False,True,False
2.0,62847,13743,2,True,False,False,False,True
1.7,124324,8913,13,True,False,False,False,True
4.3,169988,10000,15,True,False,False,True,False
1.4,103573,6128,16,False,False,False,True,False
3.4,206819,9063,11,False,False,False,False,False
1.5,208943,2000,25,False,False,False,True,False
1.9,30074,11398,5,False,False,True,False,True
2.5,3381,13132,8,False,False,True,False,False
2.0,220044,4099,17,False,False,True,True,False
2.9,223777,6724,16,False,False,True,False,False
1.2,127033,5559,19,False,True,False,True,False
2.9,31540,12869,10,True,False,False,True,False
4.9,74795,16304,4,False,True,False,False,False
4.2,272876,5742,22,True,False,False,True,False
1.5,270383,9992,4,True,False,False,False,False
2.6,44794,11704,17,True,False,False,False,False
3.9,157946,10941,8,False,True,False,False,True
4.7,154159,8016,24,True,False,False,True,False
3.1,194340,5113,19,False,False,False,False,True
1.5,29852,7402,17,False,False,False,True,False
2.6,161537,7369,17,False,False,False,False,False
1.4,243771,7124,10,True,False,False,False,True
2.7,69430,13111,11,True,False,False,False,False
3.6,64005,7619,21,False,False,True,True,False
4.0,95719,13485,9,False,True,False,False,False
4.0,247267,10254,8,True,False,False,True,False
2.8,14764,10704,18,True,False,False,True,False
2.8,261003,2000,25,False,False,True,True,False
2.1,150597,7588,22,True,False,False,False,False
2.5,62423,10351,20,True,False,False,False,False
1.1,29405,9911,14,True,False,False,True,False
4.0,13533,14329,10,True,False,False,True,False
1.9,203974,6020,18,True,False,False,False,True
4.4,275626,13087,3,True,False,False,False,False
3.6,279916,8401,9,False,False,False,False,False
4.0,85467,11790,7,False,False,True,False,True
1.4,123101,8237,11,False,True,False,False,True
2.2,225321,10193,2,False,False,False,False,False
1.8,221393,11272,4,True,False,False,False,False
1.1,105901,6781,21,False,True,False,False,False
1.3,144910,4701,21,False,True,False,False,True
4.7,57129,9257,23,False,True,False,True,False
2.4,63346,8833,18,False,False,True,False,False
2.4,45740,7085,20,False,False,False,False,True
1.8,32063,8858,13,False,False,True,False,True
1.7,200007,4299,20,False,True,False,True,False
4.4,122108,9357,14,False,False,False,True,False
4.2,234654,4506,22,False,False,True,True,False
2.8,99088,12218,4,False,True,False,False,True
2.3,222441,2951,25,False,True,False,False,True
4.2,45451,13390,10,False,False,False,False,False
3.8,246841,7763,9,False,False,True,True,False
4.0,296917,5761,18,False,False,True,False,False
3.3,143776,7324,19,False,True,False,False,True
4.5,112950,11141,9,False,False,True,False,True
4.7,35398,13392,14,True,False,False,True,False
3.3,24321,8213,24,False,True,False,True,False
2.0,107525,9049,8,False,False,False,False,True
1.6,24051,11718,15,True,False,False,False,False
2.7,270043,4999,18,False,False,True,False,False
2.6,154031,9619,10,False,False,True,False,False
4.0,28099,13138,18,True,False,False,False,False
1.9,217166,3156,25,False,False,True,False,False
2.5,216994,8560,4,False,False,True,True,False
2.7,246486,3970,18,False,False,True,True,False
1.5,152898,6442,17,False,False,True,False,False
3.1,51711,14065,2,False,True,False,False,True
4.8,8891,12322,13,False,False,True,False,True
3.7,224217,7015,16,False,True,False,False,True
1.4,9400,11312,10,False,False,True,False,False
2.6,52378,12152,15,True,False,False,False,False
3.0,165456,10390,3,False,False,True,True,False
2.9,239768,10104,2,False,True,False,False,True
3.9,137257,9654,17,True,False,False,False,True
1.5,235169,6896,5,False,False,False,False,True
4.8,4324,13213,22,True,False,False,False,False
2.3,35718,6285,23,False,False,True,False,True
4.1,273351,5432,21,False,False,False,False,False
3.0,169333,8813,8,False,False,False,True,False
1.4,127902,5441,25,False,True,False,False,False
2.2,13951,14620,3,True,False,False,False,True
2.5,62813,13343,5,True,False,False,True,False
1.2,122361,5152,24,True,False,False,False,True
1.0,274984,2300,21,False,False,False,False,False
3.3,293774,5024,20,True,False,False,True,False
3.2,131027,9879,11,False,True,False,True,False
2.8,140109,10897,14,True,False,False,False,False
2.5,265803,3683,17,False,False,False,True,False
2.2,148075,10338,5,False,True,False,False,True
3.9,215744,9085,7,False,False,True,True,False
3.8,293122,6437,17,True,False,False,True,False
3.4,3533,8329,22,False,False,True,False,True
4.2,48634,10027,21,False,False,True,False,False
1.2,123996,6520,16,False,True,False,False,True
2.4,60114,8597,14,False,False,True,True,False
1.7,79718,10505,9,False,False,True,False,False
2.2,217000,9360,7,True,False,False,False,True
2.7,156170,10576,2,False,False,True,False,True
1.5,241016,7879,13,True,False,False,False,False
1.3,296027,4879,12,False,False,False,False,False
2.9,19288,14314,11,True,False,False,False,False
2.7,50686,10286,10,False,False,True,False,True
4.1,133687,11126,13,True,False,False,True,False
4.9,47611,9247,21,False,False,False,False,True
2.1,217276,7354,10,False,True,False,True,False
2.8,232046,7559,14,True,False,False,True,False
1.6,207317,8153,3,False,False,True,True,False
4.5,264110,7717,17,True,False,False,False,True
4.8,259436,9811,8,False,True,False,False,True
4.6,289840,6603,16,False,True,False,True,False
1.4,72678,9246,16,False,True,False,False,False
3.7,122465,8650,14,False,False,False,True,False
2.0,175090,10398,4,False,False,False,False,False
4.9,155541,11289,12,False,False,True,False,False
4.0,145370,8492,14,False,False,True,False,True
1.1,220988,4280,25,True,False,False,False,False
2.8,140316,8993,12,False,True,False,True,False
3.6,249866,7402,21,True,False,False,False,False
3.0,40193,11096,9,False,False,True,True,False
1.5,265157,3096,19,False,True,False,True,False
4.2,91363,14872,2,False,False,False,False,False
2.6,255077,9498,7,False,True,False,False,False
3.3,291237,9875,4,True,False,False,False,True
2.5,78706,6825,19,False,False,False,False,True
3.5,67470,9250,15,False,False,True,False,True
1.0,8196,11136,16,True,False,False,False,False
1.9,32813,10643,14,True,False,False,True,False
3.4,128068,5938,25,False,True,False,True,False
4.4,9320,14913,3,False,False,False,True,False
2.5,34193,11016,8,False,False,False,False,True
1.4,139088,12218,5,True,False,False,False,False
4.9,110844,7083,24,False,False,True,True,False
3.8,210696,8186,10,False,False,True,True,False
2.9,13906,9721,15,False,False,False,False,True
4.5,228423,9031,20,True,False,False,False,False
1.0,260882,2282,17,False,False,True,False,True
2.5,47183,13956,9,True,False,False,False,False
3.6,209772,9404,12,True,False,False,True,False
4.7,60828,10783,21,True,False,False,True,False
1.8,40030,12699,3,False,True,False,True,False
3.7,149055,7818,15,False,False,False,True,False
2.5,110792,10084,11,False,False,True,False,False
4.8,241980,6760,16,False,False,False,False,True
3.3,130376,12492,6,True,False,False,True,False
2.8,109738,11605,7,False,False,False,False,False
1.2,23847,8823,20,False,True,False,False,False
4.1,292571,9748,7,True,False,False,False,True
5.0,253812,12323,9,True,False,False,False,False
4.5,266174,6876,18,False,False,True,False,False
3.8,69756,12304,9,False,True,False,True,False
1.9,83696,6126,24,False,False,False,False,False
2.5,298476,7430,14,True,False,False,False,False
2.6,21179,13976,6,True,False,False,False,True
3.7,209680,5406,19,False,False,False,False,True
4.6,103548,8229,23,False,True,False,True,False
2.1,108750,11725,6,True,False,False,True,False
4.1,24882,13602,12,True,False,False,False,True
2.7,138030,4639,23,False,False,False,True,False
2.9,246123,8777,6,False,True,False,False,True
1.7,226767,5164,12,False,False,True,False,True
4.5,207887,10142,11,False,False,False,False,False
2.5,241571,5868,18,True,False,False,True,False
2.6,87872,8342,22,False,True,False,False,False
1.6,169966,4800,20,False,True,False,True,False
2.0,158419,2931,25,False,False,False,True,False
2.9,269554,3108,20,False,False,True,True,False
4.3,67882,12842,14,False,True,False,False,False
4.0,30004,11699,11,False,False,False,True,False
1.2,191537,4469,20,False,False,False,False,False
1.1,11510,8669,16,False,True,False,True,False
1.9,78774,8124,21,False,True,False,False,False
1.6,170677,6486,11,False,False,False,False,True
1.9,247738,8745,6,True,False,False,False,True
1.4,14575,10308,8,False,False,False,True,False
3.1,187954,5540,18,False,False,True,False,True
3.2,270876,8082,11,True,False,False,True,False
5.0,183606,11727,4,False,False,True,True,False
3.1,146775,5864,23,False,True,False,True,False
3.8,271544,5369,22,True,False,False,False,True
2.0,224940,8001,7,False,True,False,True,False
1.6,174255,10514,9,True,False,False,False,False
4.8,213016,14739,3,True,False,False,False,False
2.0,279542,9109,8,True,False,False,False,False
1.9,289391,8212,5,True,False,False,False,True
2.1,98341,6333,18,False,False,False,True,False
2.1,295917,6781,10,True,False,False,True,False
3.2,239837,11903,2,False,True,False,False,False
1.5,167768,3144,22,False,False,False,True,False
3.5,185444,11991,3,False,False,False,False,False
4.3,71564,12068,8,False,False,True,True,False
1.4,55857,9082,16,True,False,False,True,False
2.9,235296,3194,22,False,False,True,True,False
4.4,144737,9505,12,False,False,True,False,True
4.9,270529,8689,13,False,False,True,False,False
3.2,274305,8713,2,False,False,True,False,True
1.8,261022,10479,4,True,False,False,False,False
1.6,16937,13261,7,False,True,False,False,False
2.9,86497,8570,19,False,False,True,False,False
2.8,186725,12065,2,True,False,False,True,False
3.6,174326,6313,18,False,False,True,False,True
3.4,187570,4948,21,False,False,False,True,False
1.8,238729,8225,8,True,False,False,True,False
2.5,222808,6343,11,False,False,False,True,False
4.2,187494,10550,5,False,False,True,True,False
4.1,295251,8094,9,False,True,False,False,True
4.1,68393,13132,4,False,False,False,False,True
1.6,263320,7733,9,False,True,False,False,False
4.7,192319,10053,13,False,False,True,False,False
2.1,94648,7407,18,False,True,False,False,True
3.7,3133,12637,12,False,True,False,False,True
3.9,83042,8839,20,False,True,False,False,True
2.6,130508,10689,3,False,False,True,True,False
2.0,289423,2000,25,False,False,True,False,True
2.3,276693,3466,23,True,False,False,True,False
2.9,3243,11135,11,False,False,False,True,False
2.8,92699,13046,10,True,False,False,False,False
2.8,246588,7968,10,False,False,True,False,False
3.0,43974,11720,15,False,True,False,False,False
4.5,165484,11290,5,False,False,False,False,True
1.2,245094,2498,18,False,False,True,False,True
